#Script/Language Identifier zh
#Script/Language Description Chinese
#
Version 1 20120329
#
#This is the Chinese IDN Table for the proposed TLD.
#
#It was derived from the following sources:
#
#    IDN Character Table for CNNIC: http://www.iana.org/domains/idn-tables/tables/cn_zh-cn_4.0.html
#    IDN Character Table for TWNIC: http://www.iana.org/domains/idn-tables/tables/tw_zh-tw_4.0.1.html
#
#For each code point in the repertoire specified in the tables above, the preferred variants from each table are merged to yield both the traditional and simplified forms (if they differ). Similarly, the other variants from each table are merged.
#
#Format
#
#This table is an adaptation of the table format specified in RFC 3743. Columns are delimited by semicolon, in the form of:
#
#CODE POINT;CANONICAL CODE POINT;PREFERRED VARIANTS[;OTHER VARIANTS]
#
#The "CODE POINT" column specifies the code point available for registration.
#The "CANONICAL CODE POINT" column specifies an internal code point used for the efficient blocking of variant labels.
#The "PREFERRED VARIANTS" column lists the preferred variants that are related to the given code point in the first column.
#The "OTHER VARIANTS" column, if present, lists other variants that are related to the given code point in the first column.
#These preferred variants are separated by commas.
#Acknowledgements
#
#Donuts, Inc. would like to express its gratitude towards CNNIC and TWNIC for publishing their respective tables for the benefit of the community.
U+5ED2;U+5ED2;U+5ED2	# ?;?;?;
U+5ED3;U+5ED3;U+5ED3;U+9729	# ?;?;?;?
U+5ED4;U+5ED4;U+5ED4	# ?;?;?;
U+5ED5;U+836B;U+836B,U+5ED5;U+852D	# ?;?;?,?;?
U+5ED6;U+5ED6;U+5ED6	# ?;?;?;
U+5ED7;U+5E2D;U+5E2D,U+5ED7;U+84C6	# ?;?;?,?;?
U+5ED8;U+5ED8;U+5ED8	# ?;?;?;
U+5ED9;U+5ED9;U+5ED9	# ?;?;?;
U+5EDA;U+53A8;U+53A8,U+5EDA	# ?;?;?,?;
U+5EDB;U+5EDB;U+5EDB	# ?;?;?;
U+5EDC;U+5EDC;U+5EDC	# ?;?;?;
U+5EDD;U+53AE;U+53AE,U+5EDD	# ?;?;?,?;
U+5EDE;U+5EDE;U+5EDE	# ?;?;?;
U+5EDF;U+5E99;U+5E99,U+5EDF;U+5EBF	# ?;?;?,?;?
U+5EE0;U+5382;U+5382,U+5EE0;U+53B0	# ?;?;?,?;?
U+5EE1;U+5E91;U+5E91,U+5EE1	# ?;?;?,?;
U+5EE2;U+5E9F;U+5E9F,U+5EE2;U+7648,U+5EC3	# ?;?;?,?;?,?
U+5EE3;U+5E7F;U+5E7F,U+5EE3;U+5E83	# ?;?;?,?;?
U+5EE4;U+5EE4;U+5EE4	# ?;?;?;
U+5EE5;U+5EE5;U+5EE5	# ?;?;?;
U+5EE6;U+5EE6;U+5EE6	# ?;?;?;
U+5EE7;U+5EE7;U+5EE7	# ?;?;?;
U+5EE8;U+5EE8;U+5EE8	# ?;?;?;
U+5EE9;U+5EEA;U+5EEA,U+5EE9;U+7980,U+7A1F	# ?;?;?,?;?,?
U+5EEA;U+5EEA;U+5EEA,U+5EE9;U+7980,U+7A1F	# ?;?;?,?;?,?
U+5EEC;U+5E90;U+5E90,U+5EEC	# ?;?;?,?;
U+5EED;U+5EED;U+5EED	# ?;?;?;
U+5EEE;U+5EEE;U+5EEE	# ?;?;?;
U+5EEF;U+5EEF;U+5EEF	# ?;?;?;
U+5EF0;U+5385;U+5385,U+5EF3;U+5E81,U+539B	# ?;?;?,?;?,?
U+5EF1;U+5EF1;U+5EF1	# ?;?;?;
U+5EF2;U+5EF2;U+5EF2	# ?;?;?;
U+5EF3;U+5385;U+5385,U+5EF3;U+5EF0,U+5E81,U+539B	# ?;?;?,?;?,?,?
U+5EF4;U+5EF4;U+5EF4	# ?;?;?;
U+5EF5;U+5DE1;U+5DE1	# ?;?;?;
U+5EF6;U+5EF6;U+5EF6	# ?;?;?;
U+5EF7;U+5EF7;U+5EF7	# ?;?;?;
U+5EF8;U+8FEA;U+8FEA	# ?;?;?;
U+5EFA;U+5EFA;U+5EFA	# ?;?;?;
U+5EFB;U+56DE;U+56DE,U+8FF4;U+56D8,U+56EC,U+9025,U+5EFD	# ?;?;?,?;?,?,?,?
U+5EFC;U+4E43;U+4E43,U+8FFA	# ?;?;?,?;
U+5EFD;U+56DE;U+56DE,U+8FF4;U+56D8,U+5EFB,U+56EC,U+9025	# ?;?;?,?;?,?,?,?
U+5EFE;U+5EFE;U+5EFE	# ?;?;?;
U+5EFF;U+5EFF;U+5EFF;U+5344	# ?;?;?;?
U+5F00;U+5F00;U+5F00,U+958B	# ?;?;?,?;
U+5F01;U+5F01;U+5F01	# ?;?;?;
U+5F02;U+5F02;U+5F02,U+7570	# ?;?;?,?;
U+5F03;U+5F03;U+5F03,U+68C4	# ?;?;?,?;
U+5F04;U+5F04;U+5F04;U+8856	# ?;?;?;?
U+5F05;U+5F05;U+5F05	# ?;?;?;
U+5F06;U+5F06;U+5F06	# ?;?;?;
U+5F07;U+5F07;U+5F07	# ?;?;?;
U+5F08;U+5F08;U+5F08	# ?;?;?;
U+5F0A;U+5F0A;U+5F0A	# ?;?;?;
U+5F0B;U+5F0B;U+5F0B;U+96BF	# ?;?;?;?
U+5F0C;U+4E00;U+4E00;U+58F1,U+58F9	# ?;?;?;?,?
U+5F0D;U+4E8C;U+4E8C;U+8D30,U+8CB3,U+8CAE	# ?;?;?;?,?,?
U+5F0F;U+5F0F;U+5F0F	# ?;?;?;
U+5F11;U+5F11;U+5F11,U+5F12	# ?;?;?,?;
U+5F12;U+5F11;U+5F11,U+5F12	# ?;?;?,?;
U+5F13;U+5F13;U+5F13	# ?;?;?;
U+5F14;U+540A;U+540A,U+5F14	# ?;?;?,?;
U+5F15;U+5F15;U+5F15	# ?;?;?;
U+5F16;U+5F16;U+5F16	# ?;?;?;
U+5F17;U+5F17;U+5F17	# ?;?;?;
U+5F18;U+5F18;U+5F18	# ?;?;?;
U+5F19;U+5F19;U+5F19	# ?;?;?;
U+5F1A;U+5F1A;U+5F1A	# ?;?;?;
U+5F1B;U+5F1B;U+5F1B	# ?;?;?;
U+5F1C;U+5F1C;U+5F1C	# ?;?;?;
U+5F1D;U+5F1D;U+5F1D	# ?;?;?;
U+5F1E;U+5F1E;U+5F1E	# ?;?;?;
U+5F1F;U+5F1F;U+5F1F	# ?;?;?;
U+5F20;U+5F20;U+5F20,U+5F35	# ?;?;?,?;
U+5F21;U+5F21;U+5F21	# ?;?;?;
U+5F22;U+5F22;U+5F22	# ?;?;?;
U+5F23;U+5F23;U+5F23	# ?;?;?;
U+5F24;U+5F24;U+5F24	# ?;?;?;
U+5F25;U+5F25;U+5F25,U+5F4C;U+7030,U+519E	# ?;?;?,?;?,?
U+5F26;U+5F26;U+5F26;U+7D43	# ?;?;?;?
U+5F27;U+5F27;U+5F27	# ?;?;?;
U+5F28;U+5F28;U+5F28	# ?;?;?;
U+5F29;U+5F29;U+5F29	# ?;?;?;
U+5F2A;U+5F2A;U+5F2A,U+5F33	# ?;?;?,?;
U+5F2B;U+5F2B;U+5F2B	# ?;?;?;
U+5F2C;U+5F2C;U+5F2C	# ?;?;?;
U+5F2D;U+5F2D;U+5F2D	# ?;?;?;
U+5F2E;U+5F2E;U+5F2E	# ?;?;?;
U+5F2F;U+5F2F;U+5F2F,U+5F4E	# ?;?;?,?;
U+5F30;U+5F30;U+5F30	# ?;?;?;
U+5F31;U+5F31;U+5F31	# ?;?;?;
U+5F32;U+5F32;U+5F32	# ?;?;?;
U+5F33;U+5F2A;U+5F2A,U+5F33	# ?;?;?,?;
U+5F34;U+5F34;U+5F34	# ?;?;?;
U+5F35;U+5F20;U+5F20,U+5F35	# ?;?;?,?;
U+5F36;U+5F36;U+5F36	# ?;?;?;
U+5F37;U+5F3A;U+5F3A,U+5F37;U+5F4A	# ?;?;?,?;?
U+5F38;U+5F38;U+5F38	# ?;?;?;
U+5F39;U+5F39;U+5F39,U+5F48;U+5F3E	# ?;?;?,?;?
U+5F3A;U+5F3A;U+5F3A,U+5F37;U+5F4A	# ?;?;?,?;?
U+5F3C;U+5F3C;U+5F3C	# ?;?;?;
U+5F3E;U+5F39;U+5F39,U+5F48	# ?;?;?,?;
U+5F3F;U+5F3F;U+5F3F	# ?;?;?;
U+5F40;U+5F40;U+5F40	# ?;?;?;
U+5F41;U+5F41;U+5F41	# ?;?;?;
U+5F42;U+53D1;U+53D1,U+767C;U+9AEA,U+9AEE	# ?;?;?,?;?,?
U+5F43;U+5F43;U+5F43	# ?;?;?;
U+5F44;U+5F44;U+5F44	# ?;?;?;
U+5F45;U+5F45;U+5F45	# ?;?;?;
U+5F46;U+522B;U+522B,U+5F46;U+618B,U+5225	# ?;?;?,?;?,?
U+5F47;U+5F47;U+5F47	# ?;?;?;
U+5F48;U+5F39;U+5F39,U+5F48;U+5F3E	# ?;?;?,?;?
U+5F49;U+5F4D;U+5F4D,U+5F49	# ?;?;?,?;
U+5F4A;U+5F3A;U+5F3A,U+5F4A;U+5F37	# ?;?;?,?;?
U+5F4B;U+5F4B;U+5F4B	# ?;?;?;
U+5F4C;U+5F25;U+5F25,U+5F4C;U+7030,U+519E	# ?;?;?,?;?,?
U+5F4D;U+5F4D;U+5F4D;U+5F49	# ?;?;?;?
U+5F4E;U+5F2F;U+5F2F,U+5F4E	# ?;?;?,?;
U+5F4F;U+5F4F;U+5F4F	# ?;?;?;
U+5F50;U+5F50;U+5F50;U+5F51	# ?;?;?;?
U+5F51;U+5F50;U+5F50,U+5F51	# ?;?;?,?;
U+5F52;U+5F52;U+5F52,U+6B78;U+7688,U+5E30	# ?;?;?,?;?,?
U+5F53;U+5F53;U+5F53,U+7576,U+5679	# ?;?;?,?,?;
U+5F54;U+5F55;U+5F55,U+5F54;U+9332,U+9304	# ?;?;?,?;?,?
U+5F55;U+5F55;U+5F55,U+5F54,U+9304;U+9332	# ?;?;?,?,?;?
U+5F56;U+5F56;U+5F56	# ?;?;?;
U+5F57;U+5F57;U+5F57;U+7BF2	# ?;?;?;?
U+5F58;U+5F58;U+5F58	# ?;?;?;
U+5F59;U+6C47;U+6C47,U+5F59;U+6ED9,U+5F5A,U+532F	# ?;?;?,?;?,?,?
U+5F5A;U+6C47;U+6C47,U+5F59;U+6ED9,U+532F	# ?;?;?,?;?,?
U+5F5B;U+5F5D;U+5F5D;U+5F5C,U+5F5E	# ?;?;?;?,?
U+5F5C;U+5F5D;U+5F5D;U+5F5B,U+5F5E	# ?;?;?;?,?
U+5F5D;U+5F5D;U+5F5D;U+5F5B,U+5F5C,U+5F5E	# ?;?;?;?,?,?
U+5F5E;U+5F5D;U+5F5D;U+5F5B,U+5F5C	# ?;?;?;?,?
U+5F5F;U+5F5F;U+5F5F,U+5F60	# ?;?;?,?;
U+5F60;U+5F5F;U+5F5F,U+5F60	# ?;?;?,?;
U+5F61;U+5F61;U+5F61	# ?;?;?;
U+5F62;U+5F62;U+5F62	# ?;?;?;
U+5F63;U+5F63;U+5F63	# ?;?;?;
U+5F64;U+5F64;U+5F64	# ?;?;?;
U+5F65;U+5F66;U+5F66,U+5F65	# ?;?;?,?;
U+5F66;U+5F66;U+5F66,U+5F65	# ?;?;?,?;
U+5F67;U+5F67;U+5F67	# ?;?;?;
U+5F68;U+5F68;U+5F68,U+5F72	# ?;?;?,?;
U+5F69;U+5F69;U+5F69,U+7DB5	# ?;?;?,?;
U+5F6A;U+5F6A;U+5F6A	# ?;?;?;
U+5F6B;U+5F6B;U+5F6B;U+9D70,U+7431,U+96D5	# ?;?;?;?,?,?
U+5F6C;U+4EFD;U+5F6C;U+4EFD	# ?;?;?;?
U+5F6D;U+5F6D;U+5F6D	# ?;?;?;
U+5F6E;U+5F6E;U+5F6E	# ?;?;?;
U+5F6F;U+5F6F;U+5F6F	# ?;?;?;
U+5F70;U+5F70;U+5F70	# ?;?;?;
U+5F71;U+5F71;U+5F71	# ?;?;?;
U+5F72;U+5F68;U+5F68,U+5F72	# ?;?;?,?;
U+5F73;U+5F73;U+5F73	# ?;?;?;
U+5F74;U+5F74;U+5F74	# ?;?;?;
U+5F75;U+5F75;U+5F75	# ?;?;?;
U+5F76;U+5F76;U+5F76	# ?;?;?;
U+5F77;U+4EFF;U+5F77;U+5023,U+9AE3,U+4EFF	# ?;?;?;?,?,?
U+5F78;U+5F78;U+5F78	# ?;?;?;
U+5F79;U+5F79;U+5F79	# ?;?;?;
U+5F7A;U+5F7A;U+5F7A	# ?;?;?;
U+5F7B;U+5F7B;U+5F7B,U+5FB9	# ?;?;?,?;
U+5F7C;U+5F7C;U+5F7C	# ?;?;?;
U+5F7D;U+5F7D;U+5F7D	# ?;?;?;
U+5F7E;U+5F7E;U+5F7E	# ?;?;?;
U+5F7F;U+4F5B;U+4F5B,U+5F7F;U+9AF4,U+4ECF	# ?;?;?,?;?,?
U+5F80;U+5F80;U+5F80;U+5F83,U+8FEC	# ?;?;?;?,?
U+5F81;U+5F81;U+5F81,U+5FB5;U+5FB4	# ?;?;?,?;?
U+5F82;U+5F82;U+5F82	# ?;?;?;
U+5F83;U+5F80;U+5F80;U+8FEC	# ?;?;?;?
U+5F84;U+5F84;U+5F84,U+5F91;U+8FF3,U+9015	# ?;?;?,?;?,?
U+5F85;U+5F85;U+5F85	# ?;?;?;
U+5F86;U+5F86;U+5F86	# ?;?;?;
U+5F87;U+5F87;U+5F87	# ?;?;?;
U+5F88;U+5F88;U+5F88;U+4F77	# ?;?;?;?
U+5F89;U+5F89;U+5F89	# ?;?;?;
U+5F8A;U+5F8A;U+5F8A;U+4F6A	# ?;?;?;?
U+5F8B;U+5F8B;U+5F8B	# ?;?;?;
U+5F8C;U+540E;U+540E,U+5F8C	# ?;?;?,?;
U+5F8D;U+5F8D;U+5F8D	# ?;?;?;
U+5F8E;U+5F8E;U+5F8E	# ?;?;?;
U+5F90;U+5F90;U+5F90	# ?;?;?;
U+5F91;U+5F84;U+5F84,U+5F91;U+8FF3,U+9015	# ?;?;?,?;?,?
U+5F92;U+5F92;U+5F92	# ?;?;?;
U+5F93;U+4ECE;U+4ECE,U+5F9E	# ?;?;?,?;
U+5F94;U+5F94;U+5F94	# ?;?;?;
U+5F95;U+5F95;U+5F95,U+5FA0	# ?;?;?,?;
U+5F96;U+5F96;U+5F96	# ?;?;?;
U+5F97;U+5F97;U+5F97	# ?;?;?;
U+5F98;U+5F98;U+5F98	# ?;?;?;
U+5F99;U+5F99;U+5F99	# ?;?;?;
U+5F9B;U+5F9B;U+5F9B	# ?;?;?;
U+5F9C;U+5F9C;U+5F9C	# ?;?;?;
U+5F9D;U+5F9D;U+5F9D	# ?;?;?;
U+5F9E;U+4ECE;U+4ECE,U+5F9E;U+5F93	# ?;?;?,?;?
U+5F9F;U+5F9F;U+5F9F	# ?;?;?;
U+5FA0;U+5F95;U+5F95,U+5FA0	# ?;?;?,?;
U+5FA1;U+5FA1;U+5FA1,U+79A6	# ?;?;?,?;
U+5FA2;U+5FA2;U+5FA2	# ?;?;?;
U+5FA5;U+5FA5;U+5FA5	# ?;?;?;
U+5FA6;U+5FA6;U+5FA6	# ?;?;?;
U+5FA7;U+904D;U+904D	# ?;?;?;
U+5FA8;U+5FA8;U+5FA8;U+9051	# ?;?;?;?
U+5FA9;U+590D;U+590D,U+5FA9;U+8986,U+8907	# ?;?;?,?;?,?
U+5FAA;U+5FAA;U+5FAA	# ?;?;?;
U+5FAB;U+5FAB;U+5FAB	# ?;?;?;
U+5FAC;U+508D;U+508D,U+5FAC	# ?;?;?,?;
U+5FAD;U+5FAD;U+5FAD;U+509C	# ?;?;?;?
U+5FAE;U+5FAE;U+5FAE	# ?;?;?;
U+5FAF;U+5FAF;U+5FAF	# ?;?;?;
U+5FB1;U+5FB1;U+5FB1	# ?;?;?;
U+5FB2;U+5FB2;U+5FB2	# ?;?;?;
U+5FB3;U+5FB7;U+5FB7;U+60EA,U+60B3	# ?;?;?;?,?
U+5FB4;U+5F81;U+5F81,U+5FB5	# ?;?;?,?;
U+5FB5;U+5F81;U+5FB5,U+5F81;U+5FB4	# ?;?;?,?;?
U+5FB6;U+5FB6;U+5FB6	# ?;?;?;
U+5FB7;U+5FB7;U+5FB7;U+60EA,U+60B3,U+5FB3	# ?;?;?;?,?,?
U+5FB8;U+5FB8;U+5FB8	# ?;?;?;
U+5FB9;U+5F7B;U+5F7B,U+5FB9	# ?;?;?,?;
U+5FBA;U+4FA5;U+4FA5,U+50E5;U+510C	# ?;?;?,?;?
U+5FBB;U+5FBB;U+5FBB	# ?;?;?;
U+5FBC;U+5FBC;U+5FBC	# ?;?;?;
U+5FBD;U+5FBD;U+5FBD	# ?;?;?;
U+5FBE;U+5FBE;U+5FBE	# ?;?;?;
U+5FBF;U+5FBF;U+5FBF	# ?;?;?;
U+5FC0;U+5FC0;U+5FC0	# ?;?;?;
U+5FC1;U+5FC1;U+5FC1	# ?;?;?;
U+5FC3;U+5FC3;U+5FC3	# ?;?;?;
U+5FC4;U+5FC4;U+5FC4	# ?;?;?;
U+5FC5;U+5FC5;U+5FC5	# ?;?;?;
U+5FC6;U+5FC6;U+5FC6,U+61B6	# ?;?;?,?;
U+5FC7;U+5FC7;U+5FC7	# ?;?;?;
U+5FC8;U+4EC1;U+4EC1	# ?;?;?;
U+5FC9;U+5FC9;U+5FC9	# ?;?;?;
U+5FCA;U+5FCA;U+5FCA	# ?;?;?;
U+5FCB;U+5FCB;U+5FCB	# ?;?;?;
U+5FCC;U+5FCC;U+5FCC;U+8A8B,U+8AC5	# ?;?;?;?,?
U+5FCD;U+5FCD;U+5FCD	# ?;?;?;
U+5FCF;U+5FCF;U+5FCF,U+61FA	# ?;?;?,?;
U+5FD0;U+5FD0;U+5FD0	# ?;?;?;
U+5FD1;U+5FD1;U+5FD1	# ?;?;?;
U+5FD2;U+5FD2;U+5FD2	# ?;?;?;
U+5FD3;U+5FD3;U+5FD3	# ?;?;?;
U+5FD4;U+5FD4;U+5FD4	# ?;?;?;
U+5FD5;U+5FD5;U+5FD5	# ?;?;?;
U+5FD6;U+5FD6;U+5FD6;U+520C	# ?;?;?;?
U+5FD7;U+5FD7;U+5FD7,U+8A8C	# ?;?;?,?;
U+5FD8;U+5FD8;U+5FD8	# ?;?;?;
U+5FD9;U+5FD9;U+5FD9	# ?;?;?;
U+5FDA;U+5FDA;U+5FDA	# ?;?;?;
U+5FDC;U+5E94;U+5E94,U+61C9;U+8B4D	# ?;?;?,?;?
U+5FDD;U+5FDD;U+5FDD	# ?;?;?;
U+5FDE;U+5FDE;U+5FDE	# ?;?;?;
U+5FE0;U+5FE0;U+5FE0	# ?;?;?;
U+5FE1;U+5FE1;U+5FE1	# ?;?;?;
U+5FE3;U+6025;U+6025,U+5FE3	# ?;?;?,?;
U+5FE4;U+5FE4;U+5FE4	# ?;?;?;
U+5FE5;U+5FE5;U+5FE5	# ?;?;?;
U+5FE6;U+5FE6;U+5FE6	# ?;?;?;
U+5FE7;U+5FE7;U+5FE7,U+6182	# ?;?;?,?;
U+5FE8;U+5FE8;U+5FE8	# ?;?;?;
U+5FE9;U+5FE9;U+5FE9	# ?;?;?;
U+5FEA;U+5FEA;U+5FEA	# ?;?;?;
U+5FEB;U+5FEB;U+5FEB	# ?;?;?;
U+5FED;U+5FED;U+5FED	# ?;?;?;
U+5FEE;U+5FEE;U+5FEE	# ?;?;?;
U+5FEF;U+5FEF;U+5FEF	# ?;?;?;
U+5FF0;U+60B4;U+60B4	# ?;?;?;
U+5FF1;U+5FF1;U+5FF1	# ?;?;?;
U+5FF2;U+5FF2;U+5FF2	# ?;?;?;
U+5FF3;U+5FF3;U+5FF3	# ?;?;?;
U+5FF4;U+5FF4;U+5FF4	# ?;?;?;
U+5FF5;U+5FF5;U+5FF5,U+5538	# ?;?;?,?;
U+5FF6;U+5FF6;U+5FF6	# ?;?;?;
U+5FF7;U+5FF7;U+5FF7	# ?;?;?;
U+5FF8;U+5FF8;U+5FF8	# ?;?;?;
U+5FF9;U+5FF9;U+5FF9	# ?;?;?;
U+5FFA;U+5FFA;U+5FFA	# ?;?;?;
U+5FFB;U+5FFB;U+5FFB	# ?;?;?;
U+5FFD;U+5FFD;U+5FFD	# ?;?;?;
U+5FFE;U+5FFE;U+5FFE,U+613E	# ?;?;?,?;
U+5FFF;U+5FFF;U+5FFF	# ?;?;?;
U+6000;U+6000;U+6000,U+61F7;U+61D0,U+8931,U+8922	# ?;?;?,?;?,?,?
U+6001;U+6001;U+6001,U+614B	# ?;?;?,?;
U+6002;U+6002;U+6002,U+616B	# ?;?;?,?;
U+6003;U+6003;U+6003,U+61AE	# ?;?;?,?;
U+6004;U+6004;U+6004,U+616A	# ?;?;?,?;
U+6005;U+6005;U+6005,U+60B5	# ?;?;?,?;
U+6006;U+6006;U+6006,U+6134	# ?;?;?,?;
U+6007;U+6007;U+6007	# ?;?;?;
U+6008;U+6008;U+6008	# ?;?;?;
U+6009;U+6009;U+6009	# ?;?;?;
U+600A;U+600A;U+600A	# ?;?;?;
U+600B;U+600B;U+600B	# ?;?;?;
U+600C;U+600C;U+600C	# ?;?;?;
U+600D;U+600D;U+600D	# ?;?;?;
U+600E;U+600E;U+600E	# ?;?;?;
U+600F;U+600F;U+600F	# ?;?;?;
U+6010;U+4F5D;U+4F5D,U+6010	# ?;?;?,?;
U+6011;U+6011;U+6011	# ?;?;?;
U+6012;U+6012;U+6012	# ?;?;?;
U+6013;U+6013;U+6013	# ?;?;?;
U+6014;U+6014;U+6014	# ?;?;?;
U+6015;U+6015;U+6015	# ?;?;?;
U+6016;U+6016;U+6016	# ?;?;?;
U+6017;U+6017;U+6017	# ?;?;?;
U+6018;U+6018;U+6018	# ?;?;?;
U+6019;U+6019;U+6019	# ?;?;?;
U+601A;U+601A;U+601A	# ?;?;?;
U+601B;U+601B;U+601B	# ?;?;?;
U+601C;U+601C;U+601C,U+6190	# ?;?;?,?;
U+601D;U+601D;U+601D	# ?;?;?;
U+601E;U+601E;U+601E	# ?;?;?;
U+601F;U+601F;U+601F	# ?;?;?;
U+6020;U+6020;U+6020	# ?;?;?;
U+6021;U+6021;U+6021	# ?;?;?;
U+6022;U+6022;U+6022	# ?;?;?;
U+6024;U+6024;U+6024	# ?;?;?;
U+6025;U+6025;U+6025;U+5FE3	# ?;?;?;?
U+6026;U+6026;U+6026	# ?;?;?;
U+6027;U+6027;U+6027	# ?;?;?;
U+6028;U+6028;U+6028	# ?;?;?;
U+6029;U+6029;U+6029	# ?;?;?;
U+602A;U+602A;U+602A	# ?;?;?;
U+602B;U+602B;U+602B	# ?;?;?;
U+602C;U+602C;U+602C	# ?;?;?;
U+602D;U+602D;U+602D	# ?;?;?;
U+602E;U+602E;U+602E	# ?;?;?;
U+602F;U+602F;U+602F	# ?;?;?;
U+6030;U+6030;U+6030	# ?;?;?;
U+6031;U+5306;U+5306;U+60A4	# ?;?;?;?
U+6032;U+6032;U+6032	# ?;?;?;
U+6033;U+604D;U+604D,U+6033	# ?;?;?,?;
U+6034;U+6034;U+6034	# ?;?;?;
U+6035;U+6035;U+6035	# ?;?;?;
U+6036;U+6036;U+6036	# ?;?;?;
U+6037;U+6037;U+6037	# ?;?;?;
U+6038;U+6038;U+6038	# ?;?;?;
U+6039;U+4ED6;U+4ED6,U+6039	# ?;?;?,?;
U+603A;U+603A;U+603A	# ?;?;?;
U+603B;U+603B;U+603B,U+7E3D;U+6460,U+7E02,U+6403,U+6374,U+7DCF	# ?;?;?,?;?,?,?,?,?
U+603C;U+603C;U+603C,U+61DF	# ?;?;?,?;
U+603D;U+603D;U+603D	# ?;?;?;
U+603E;U+603E;U+603E	# ?;?;?;
U+603F;U+603F;U+603F,U+61CC	# ?;?;?,?;
U+6040;U+6040;U+6040	# ?;?;?;
U+6041;U+6041;U+6041	# ?;?;?;
U+6042;U+6042;U+6042;U+609B	# ?;?;?;?
U+6043;U+6043;U+6043	# ?;?;?;
U+6044;U+6044;U+6044	# ?;?;?;
U+6045;U+6045;U+6045	# ?;?;?;
U+6046;U+6052;U+6052,U+6046	# ?;?;?,?;
U+6047;U+6047;U+6047	# ?;?;?;
U+6048;U+6048;U+6048	# ?;?;?;
U+6049;U+65E8;U+65E8,U+6049	# ?;?;?,?;
U+604A;U+534F;U+534F,U+5354;U+52A6	# ?;?;?,?;?
U+604B;U+604B;U+604B,U+6200	# ?;?;?,?;
U+604C;U+604C;U+604C	# ?;?;?;
U+604D;U+604D;U+604D;U+6033	# ?;?;?;?
U+604E;U+604E;U+604E	# ?;?;?;
U+604F;U+604F;U+604F	# ?;?;?;
U+6050;U+6050;U+6050	# ?;?;?;
U+6051;U+6051;U+6051	# ?;?;?;
U+6052;U+6052;U+6052;U+6046	# ?;?;?;?
U+6053;U+6053;U+6053	# ?;?;?;
U+6054;U+6054;U+6054	# ?;?;?;
U+6055;U+6055;U+6055	# ?;?;?;
U+6057;U+6057;U+6057	# ?;?;?;
U+6058;U+6058;U+6058	# ?;?;?;
U+6059;U+6059;U+6059	# ?;?;?;
U+605A;U+605A;U+605A	# ?;?;?;
U+605B;U+605B;U+605B	# ?;?;?;
U+605C;U+605C;U+605C	# ?;?;?;
U+605D;U+605D;U+605D	# ?;?;?;
U+605E;U+605E;U+605E	# ?;?;?;
U+605F;U+605F;U+605F	# ?;?;?;
U+6062;U+6062;U+6062	# ?;?;?;
U+6063;U+6063;U+6063	# ?;?;?;
U+6064;U+6064;U+6064,U+5379;U+8CC9	# ?;?;?,?;?
U+6065;U+803B;U+803B,U+6065	# ?;?;?,?;
U+6066;U+6066;U+6066	# ?;?;?;
U+6067;U+6067;U+6067	# ?;?;?;
U+6068;U+6068;U+6068	# ?;?;?;
U+6069;U+6069;U+6069	# ?;?;?;
U+606A;U+606A;U+606A;U+6118	# ?;?;?;?
U+606B;U+606B;U+606B;U+75CC	# ?;?;?;?
U+606C;U+606C;U+606C	# ?;?;?;
U+606D;U+606D;U+606D	# ?;?;?;
U+606E;U+606E;U+606E	# ?;?;?;
U+606F;U+606F;U+606F	# ?;?;?;
U+6070;U+6070;U+6070	# ?;?;?;
U+6072;U+6072;U+6072	# ?;?;?;
U+6073;U+6073;U+6073,U+61C7	# ?;?;?,?;
U+6075;U+60E0;U+60E0;U+6193	# ?;?;?;?
U+6076;U+6076;U+6076,U+60E1,U+5641;U+60AA	# ?;?;?,?,?;?
U+6077;U+6077;U+6077	# ?;?;?;
U+6078;U+6078;U+6078,U+615F;U+6185	# ?;?;?,?;?
U+6079;U+6079;U+6079,U+61E8	# ?;?;?,?;
U+607A;U+607A;U+607A,U+6137	# ?;?;?,?;
U+607B;U+607B;U+607B,U+60FB	# ?;?;?,?;
U+607C;U+607C;U+607C,U+60F1	# ?;?;?,?;
U+607D;U+607D;U+607D,U+60F2	# ?;?;?,?;
U+607E;U+607E;U+607E	# ?;?;?;
U+607F;U+607F;U+607F;U+6142	# ?;?;?;?
U+6080;U+6080;U+6080	# ?;?;?;
U+6081;U+6081;U+6081	# ?;?;?;
U+6082;U+6082;U+6082	# ?;?;?;
U+6083;U+6083;U+6083	# ?;?;?;
U+6084;U+6084;U+6084	# ?;?;?;
U+6085;U+60A6;U+60A6,U+6085	# ?;?;?,?;
U+6086;U+6086;U+6086	# ?;?;?;
U+6087;U+6087;U+6087	# ?;?;?;
U+6088;U+6088;U+6088	# ?;?;?;
U+6089;U+6089;U+6089	# ?;?;?;
U+608A;U+608A;U+608A	# ?;?;?;
U+608B;U+541D;U+541D	# ?;?;?;
U+608C;U+608C;U+608C	# ?;?;?;
U+608D;U+608D;U+608D	# ?;?;?;
U+608E;U+608E;U+608E	# ?;?;?;
U+608F;U+608F;U+608F	# ?;?;?;
U+6090;U+60D5;U+60D5,U+6090	# ?;?;?,?;
U+6092;U+6092;U+6092	# ?;?;?;
U+6094;U+6094;U+6094	# ?;?;?;
U+6095;U+6095;U+6095	# ?;?;?;
U+6096;U+6096;U+6096;U+8A96	# ?;?;?;?
